CustomerID,Recency,InvoiceNo,Monetary,cluster
013061,71,1,248.61,1
013062,190,1,346.98,1
013064,12,4,1119.49,1
013065,372,1,205.86,1
013066,23,2,470.8,1
013067,81,1,115.46000000000001,1
013068,9,2,344.0,1
013069,0,24,4436.12,0
013070,191,1,228.8,1
013072,266,1,177.15,1
013075,129,1,919.61,1
013077,0,4,729.27,1
013078,2,26,12627.94,1
013079,3,5,220.10000000000002,1
013080,178,1,58.08,1
013081,11,11,28337.38,1
013082,125,9,3613.63,1
013083,3,2,303.75,1
013085,157,2,416.08000000000004,1
013089,2,97,58825.83,2
013090,8,14,8910.82,1
013091,27,1,345.82,1
013092,70,5,477.83,1
013093,275,8,7832.47,1
013094,20,12,1927.3200000000002,1
013095,70,1,74.39999999999999,1
013097,32,10,6010.42,1
013098,0,28,28882.44,1
013099,98,1,207.35999999999999,1
013101,233,1,101.19,1
013102,0,24,6424.09,1
013103,39,1,243.94,1
013104,2,6,1098.48,1
013106,132,1,76.5,1
013107,43,4,1531.6200000000001,1
013108,372,1,350.06,1
013109,59,2,786.54,1
013110,30,7,1488.67,1
013113,0,24,12245.960000000001,1
013115,11,4,2294.78,1
013116,137,1,501.14,1
013117,21,8,984.91,1
013118,19,5,1197.81,1
013120,238,1,30.599999999999998,1
013121,268,1,283.73,1
013122,93,2,922.39,1
013124,89,3,3866.33,1
013126,4,8,2099.64,1
013127,77,1,259.17,1
013130,93,1,64.0,1
013131,22,3,1073.3,1
013132,261,1,77.3,1
013133,273,2,109.8,1
013134,85,4,1793.58,1
013135,196,1,3096.0,1
013136,55,5,2607.61,1
013137,10,8,3650.41,2
013138,21,6,962.39,1
013139,15,7,5064.94,1
013140,107,3,423.72,1
013141,84,5,2388.75,1
013142,18,1,307.09,1
013144,332,1,110.95,1
013145,39,4,618.52,1
013146,25,1,228.91,1
013147,9,4,712.8000000000001,1
013148,28,12,3707.12,1
013149,13,4,1676.06,0
013151,295,1,1257.8700000000001,1
013153,5,1,486.22,1
013155,32,4,971.76,1
013157,48,4,1741.22,1
013158,94,4,1201.06,1
013159,8,4,1437.85,1
013160,21,1,91.8,1
013161,312,1,112.75,1
013162,121,4,1688.29,1
013165,45,2,1021.48,1
013166,282,1,417.2,1
013167,18,4,791.33,1
013168,35,4,1319.19,1
013169,63,2,712.88,1
013170,26,1,116.00999999999999,1
013171,21,3,468.41,1
013173,3,2,353.65,1
013174,15,3,2817.03,1
013176,45,1,492.84,1
013177,64,1,282.45,1
013178,25,11,5725.47,1
013182,44,1,121.18,1
013183,7,9,3957.78,1
013184,14,10,1701.29,1
013185,267,1,71.4,1
013186,39,3,1575.89,1
013187,336,1,236.02,1
013188,10,1,114.60000000000001,1
013189,18,2,260.68,1
013192,94,2,911.94,1
013193,60,1,117.88,1
013194,135,1,60.7,1
013196,10,4,1797.78,1
013198,9,6,3401.2400000000002,1
013199,3,38,9817.12,1
013200,18,4,870.09,1
013203,9,4,869.46,1
013207,14,2,250.26000000000002,1
013208,58,6,1223.9,1
013209,29,8,5891.61,0
013210,93,1,353.48,1
013211,9,3,1197.42,1
013212,19,3,788.08,0
013213,56,5,1520.58,1
013216,267,1,333.74,1
013217,121,3,533.98,1
013218,126,1,62.63999999999999,1
013220,77,4,819.2900000000001,1
013221,239,2,847.41,1
013223,199,2,163.20000000000002,1
013224,59,2,2155.95,1
013225,2,7,6463.84,1
013226,272,1,108.21000000000001,1
013227,201,1,257.7,1
013228,80,1,358.0,1
013229,225,1,160.95,1
013230,3,14,2806.97,0
013232,12,7,1357.6,1
013233,73,2,605.12,1
013235,211,1,1031.07,1
013236,23,2,744.85,1
013238,16,4,700.73,1
013239,261,1,329.56,1
013240,95,4,663.65,1
013242,111,3,270.40000000000003,1
013243,202,1,600.07,1
013244,92,1,121.74000000000001,1
013245,50,1,430.5,1
013246,17,6,1987.3,1
013247,17,4,501.12,1
013248,124,2,465.68,1
013249,91,3,711.41,1
013253,156,2,1030.4,1
013255,8,2,399.51,1
013258,11,3,698.58,1
013259,61,1,292.32,1
013260,60,1,557.62,1
013261,268,2,944.1,1
013262,262,1,200.29,1
013263,0,35,7454.07,2
013265,52,5,2107.66,2
013266,10,12,3834.2599999999998,1
013267,2,19,4521.49,0
013268,17,11,3214.69,1
013269,0,15,5346.2300000000005,1
013270,365,1,590.0,1
013271,36,1,217.38,1
013272,30,2,276.56,1
013273,112,1,138.98,1
013276,63,2,590.9300000000001,1
013277,15,4,258.4,1
013278,40,1,542.73,1
013279,77,1,137.75,1
013280,121,3,814.86,1
013282,17,3,1132.14,1
013283,59,2,93.66,1
013284,330,1,201.19,1
013285,22,4,2709.12,1
013291,155,1,361.11,1
013292,38,2,578.9399999999999,1
013294,189,2,873.74,1
013295,359,1,201.20000000000002,1
013296,136,1,87.4,1
013297,7,4,2089.85,1
013298,0,1,360.0,1
013299,267,1,142.5,1
013300,168,1,371.89,1
013301,103,4,618.09,1
013302,154,1,63.75,1
013304,350,1,300.42,1
013305,3,10,2000.86,1
013307,119,1,15.0,1
013308,22,3,1385.51,1
013309,6,5,1456.79,1
013310,27,3,1132.03,1
013311,3,2,598.57,1
013313,21,5,1555.32,1
013314,1,3,775.94,1
013316,36,4,5977.7300000000005,1
013317,65,6,2273.68,1
013318,0,3,640.76,1
013319,4,26,10845.550000000001,1
013320,77,4,1548.7,1
013321,71,2,567.36,1
013322,16,1,199.48000000000002,1
013323,2,5,787.85,1
013324,35,10,7121.95,1
013325,81,1,675.3,1
013327,38,8,3627.77,1
013328,315,1,1308.48,1
013329,31,2,789.0,1
013330,92,3,1140.93,1
013332,13,1,350.9,1
013334,81,3,3536.82,1
013336,76,1,795.12,1
013338,157,1,487.02,1
013339,200,1,860.12,1
013340,44,7,10736.48,1
013341,260,1,775.85,1
013343,177,1,353.43,1
013344,67,3,2543.72,2
013345,287,1,389.5,1
013347,69,1,341.36,1
013348,63,1,233.76,1
013349,10,1,247.32,1
013350,15,2,979.12,1
013351,65,1,373.94,1
013352,59,1,397.97999999999996,1
013354,70,2,743.53,1
013355,121,1,674.7,1
013356,79,1,768.24,1
013357,256,1,609.95,1
013358,268,1,439.03,1
013359,63,1,439.56,1
013362,8,4,3090.7400000000002,1
013363,17,2,992.5,1
013364,70,1,134.95999999999998,1
013365,33,2,2225.37,0
013366,49,1,56.160000000000004,1
013368,256,2,623.4,1
013369,365,1,308.28000000000003,1
013370,371,1,754.87,1
013372,89,1,378.64,1
013373,60,3,3312.25,2
013375,88,1,778.65,1
013376,98,3,1019.76,1
013379,25,3,572.56,0
013381,31,6,3639.31,1
013382,280,1,222.99,1
013384,30,7,4151.93,1
013385,329,1,534.57,1
013388,130,2,677.1,1
013389,10,3,797.96,1
013390,74,1,544.08,1
013391,203,1,59.8,1
013394,1,8,2520.02,1
013395,184,1,307.72,1
013396,28,2,1360.99,1
013397,72,5,1544.13,1
013398,191,1,457.34,1
013402,126,2,621.23,1
013403,17,1,75.0,1
013404,0,2,252.49,1
013405,73,3,572.451,1
013408,1,62,28117.04,1
013410,23,5,1003.06,1
013411,106,1,213.55,1
013414,133,3,1390.5,1
013416,43,2,712.5,1
013417,4,2,640.83,1
013418,11,18,6127.43,1
013419,63,1,221.06,1
013420,149,2,159.85,1
013421,39,2,1851.08,1
013422,63,1,2626.3,1
013425,107,3,1624.21,2
013426,0,10,3641.32,1
013427,18,3,582.6,1
013428,9,1,218.47,1
013429,10,4,1006.8,1
013430,18,2,679.45,1
013431,66,2,1269.1,1
013434,73,2,534.24,1
013435,4,7,3809.8900000000003,1
013436,1,1,196.89,1
013437,13,7,3408.06,1
013439,254,1,283.71,1
013441,91,1,296.64,1
013447,22,3,1129.14,1
013448,16,6,3539.37,1
013449,23,1,291.88,1
013450,26,6,2043.7199999999998,1
013451,25,5,2976.15,0
013452,258,2,590.0,1
013453,165,2,356.97999999999996,1
013455,24,2,1058.34,1
013456,17,6,1766.72,1
013458,6,14,9646.57,0
013460,28,2,183.44,1
013461,38,3,1445.0,1
013462,252,1,151.5,1
013464,57,1,674.68,1
013466,183,1,307.9,1
013467,10,2,1083.71,1
013468,1,37,5704.97,1
013470,98,2,165.0,1
013471,0,4,2531.58,1
013473,60,2,422.64,1
013474,235,1,229.59,1
013475,190,4,1431.78,0
013476,178,2,1238.47,1
013477,37,6,1454.58,1
013479,200,2,300.95,1
013481,45,5,1804.56,1
013482,231,1,184.64,1
013483,65,1,140.34,1
013484,240,1,313.8,1
013485,232,1,454.24,1
013486,77,3,1122.41,1
013487,57,3,575.4,1
013488,16,13,8968.31,1
013489,104,4,449.52,1
013491,51,10,1215.82,1
013494,311,1,316.26000000000005,1
013495,7,5,2044.8700000000001,1
013496,10,2,653.33,1
013497,282,2,348.05,1
013499,17,5,1159.11,1
013500,22,3,1166.77,1
013502,16,3,292.0,1
013503,70,1,216.85,1
013504,63,1,295.93,1
013506,315,2,458.52,1
013507,2,4,2479.16,1
013508,243,1,110.97,1
013509,8,7,979.72,1
013510,0,4,1791.56,1
013512,260,1,251.21,1
013513,126,1,205.1,1
013514,73,1,152.20000000000002,1
013515,72,4,891.12,1
013516,20,3,1389.41,1
013517,59,3,2128.42,1
013518,85,1,659.4399999999999,1
013519,77,1,122.75,1
013521,0,3,1093.65,1
013522,29,1,125.80000000000001,1
013523,32,5,3964.88,2
013524,40,5,680.1800000000001,1
013525,14,2,628.78,1
013527,33,7,2287.51,1
013529,78,2,307.76,1
013531,204,2,483.8,1
013532,33,1,210.31,1
013533,182,3,270.79,1
013534,1,25,5870.08,1
013536,0,7,3448.29,1
013538,42,7,1280.85,1
013539,85,3,631.34,1
013544,39,2,291.41,1
013546,11,3,626.99,1
013548,95,2,682.41,1
013549,25,7,918.2,1
013551,318,1,91.80000000000001,1
013552,65,12,3740.07,1
013555,73,4,4149.28,1
013557,27,2,584.06,1
013558,5,4,605.06,1
013560,6,1,174.37,1
013561,215,1,141.85999999999999,1
013562,81,3,1799.33,1
013563,83,2,777.53,1
013564,143,3,1749.02,1
013565,18,2,240.22,1
013566,40,2,874.71,1
013568,172,1,192.85,1
013569,16,2,373.75,1
013570,242,1,239.49,1
013571,12,12,2092.32,1
013572,205,1,1384.25,1
013573,49,2,294.4,1
013575,22,5,732.0699999999999,1
013576,9,18,6717.34,1
013577,24,4,1687.6000000000001,1
013579,14,2,467.04,1
013581,308,1,118.0,1
013583,155,1,781.03,1
013584,306,1,142.4,1
013587,63,1,712.4,1
013588,15,9,2478.95,1
013589,14,2,379.65,1
013590,10,6,1981.92,1
013591,64,3,1117.13,1
013592,35,4,247.95999999999998,1
013593,107,5,2037.0800000000002,1
013594,52,1,396.97,1
013596,5,2,697.04,1
013598,46,1,180.17000000000002,1
013599,0,21,5153.67,1
013600,311,1,219.52,1
013601,44,2,693.32,1
013602,64,1,428.89,1
013603,25,1,164.34,1
013606,28,3,280.53999999999996,1
013607,39,1,678.01,1
013610,11,7,1131.88,1
013611,88,3,1171.8,1
013614,23,4,1610.46,1
013615,318,1,417.69,1
013617,39,3,544.18,1
013618,173,1,177.34,1
013621,116,1,213.85,1
013623,30,5,747.78,1
013626,252,1,257.23,1
013627,58,5,1638.47,1
013629,22,11,7792.36,1
013630,4,7,2031.78,1
013631,99,11,3070.42,1
013632,24,5,2121.27,1
013634,32,5,1575.16,1
013635,67,1,1071.03,1
013636,36,5,949.12,1
013637,51,3,810.5,1
013638,15,1,122.64,1
013639,73,1,1033.34,1
013642,215,1,354.8,1
013643,30,3,519.44,1
013644,15,4,2624.26,1
013645,119,1,252.1,1
013647,9,4,1678.1200000000001,1
013649,256,2,346.6,1
013650,16,6,1836.34,1
013651,34,2,94.2,1
013652,45,3,1095.08,1
013654,42,6,2707.33,1
013655,113,2,932.97,1
013656,164,2,379.65,0
013657,10,2,382.14,1
013658,9,5,2639.17,0
013659,205,2,1573.2,1
013662,85,3,897.76,2
013663,178,1,189.47,1
013666,59,3,84.65,1
013667,148,1,305.02,1
013668,2,21,6363.59,0
013669,50,2,218.55,1
013670,74,1,349.7,1
013672,300,2,186.39000000000001,1
013673,18,2,396.92,1
013675,150,2,486.82000000000005,1
013678,151,1,232.6,1
013680,0,4,3722.42,1
013681,17,4,827.83,1
013682,186,1,59.5,1
013684,285,1,67.23,1
013685,2,7,3119.44,1
013686,182,1,72.0,1
013689,62,1,910.0,1
013690,58,1,172.25,1
013692,24,3,1488.32,1
013694,3,50,65039.62,1
013695,30,15,2504.13,1
013697,38,1,151.29999999999998,1
013699,154,1,308.58000000000004,1
013700,25,10,2265.12,1
013703,317,1,99.5,1
013704,4,9,2308.06,1
013705,7,3,711.86,0
013706,302,1,330.79,2
013707,266,2,806.41,1
013708,270,1,296.88,1
013709,3,13,6328.05,0
013710,31,1,180.48,1
013711,218,2,252.06,1
013712,246,1,228.84,1
013715,280,5,1079.34,1
013716,268,1,138.28,1
013717,31,6,1445.01,1
013718,245,2,306.55,1
013719,14,5,1041.68,1
013720,116,4,799.9,1
013721,35,1,524.14,1
013722,131,3,2375.41,1
013723,216,1,199.85000000000002,1
013725,49,8,1980.56,1
013726,38,2,1079.6599999999999,0
013727,28,2,333.48,1
013728,36,6,1016.14,1
013730,135,2,752.6,1
013731,218,2,610.59,1
013732,27,1,491.86,1
013735,24,4,2885.2400000000002,1
013736,4,2,731.9,1
013737,199,1,339.59999999999997,1
013739,17,1,216.9,1
013740,240,1,350.75,1
013741,71,3,668.4300000000001,1
013742,16,12,3131.02,1
013743,2,7,1341.6,1
013744,94,2,1156.36,0
013745,161,1,300.04,0
013747,373,1,79.6,1
013748,95,5,948.25,1
013750,53,5,1647.26,1
013751,287,1,296.25,1
013752,123,6,1186.28,1
013753,287,1,741.26,1
013754,151,2,282.59999999999997,1
013755,3,9,2161.35,0
013756,1,14,5189.52,1
013758,11,7,3190.55,1
013759,32,2,659.4100000000001,1
013760,53,2,286.79,1
013761,49,2,1070.65,1
013762,218,1,306.72,1
013763,62,1,1714.96,1
013764,70,3,1521.76,1
013767,1,37,17220.36,1
013769,1,10,2796.51,1
013771,63,4,2634.45,1
013772,33,3,1132.13,1
013774,81,1,345.0,1
013777,0,33,25977.16,1
013778,102,1,178.7,1
013780,6,2,360.01,1
013781,250,1,127.84,1
013782,12,6,912.0,1
013784,9,11,2462.79,1
013786,366,1,230.39999999999998,1
013787,75,2,309.04,1
013790,3,1,348.8,1
013791,127,2,1516.0,1
013792,65,2,195.55,1
013798,0,57,37153.85,1
013799,116,2,688.86,1
013800,309,1,558.32,1
013801,66,1,324.8,1
013802,138,3,4599.42,1
013803,254,1,277.07,1
013804,30,7,2635.79,1
013805,51,2,924.6,1
013806,63,1,256.38,1
013807,366,1,112.6,1
013808,5,5,1747.66,1
013819,301,3,1140.35,1
013821,144,2,385.64,1
013822,5,2,632.0,1
013823,18,2,957.66,1
013824,32,5,1698.94,1
013826,175,1,189.5,1
013827,57,3,412.05,1
013828,21,1,209.49,1
013831,15,6,2202.99,1
013832,18,1,52.199999999999996,1
013833,158,1,384.8,1
013835,24,4,834.57,1
013837,211,2,271.24,1
013838,5,4,691.73,1
013841,252,1,85.0,1
013842,58,9,3385.62,1
013844,10,1,361.62,1
013845,64,1,312.98,1
013846,24,3,865.0600000000001,1
013848,91,3,1255.0,1
013849,51,2,1537.95,1
013850,128,1,1595.48,1
013851,95,3,2651.46,1
013853,56,1,1090.14,1
013854,8,25,8109.5199999999995,1
013856,168,3,388.5,1
013858,56,1,216.17,1
013859,325,1,201.16,1
013860,0,5,1245.9,1
013862,17,8,2209.36,1
013863,247,1,305.78,1
013865,57,4,501.56,1
013866,73,1,145.67000000000002,1
013867,30,3,1015.29,1
013868,6,2,3192.54,1
013869,122,4,3104.95,2
013870,1,8,2770.94,1
013871,22,13,6403.25,1
013873,119,3,389.6,1
013874,357,1,540.45,1
013875,53,5,1786.79,1
013876,63,1,122.7,1
013877,85,1,117.24,1
013878,54,1,1281.53,1
013880,20,13,3219.77,1
013881,2,20,17159.52,1
013882,2,5,1191.13,1
013883,10,5,2674.48,1
013884,6,5,787.6,1
013885,188,2,506.8,1
013886,70,1,243.56,1
013887,203,1,349.55,1
013888,119,2,605.63,1
013889,92,1,416.90000000000003,1
013890,0,10,1883.8100000000002,1
013892,26,4,632.97,1
013893,297,1,821.1,1
013894,23,3,564.62,1
013895,27,4,2593.07,1
013897,49,1,311.16,1
013898,325,1,155.93,1
013899,15,2,388.52,1
013900,182,3,740.95,2
013901,71,5,2867.2,1
013904,36,2,332.64,1
013908,79,4,2369.55,1
013911,56,9,2580.91,2
013914,11,2,626.45,1
013917,49,2,272.04,1
013918,49,2,1212.8400000000001,1
013922,351,1,172.25,1
013923,53,1,351.13,1
013924,1,6,1838.8500000000001,1
013925,92,4,678.25,1
013926,22,1,223.85000000000002,1
013927,74,1,348.99,1
013928,10,4,464.57,1
013929,168,2,842.65,1
013930,57,2,337.34,1
013931,95,2,1237.53,1
013932,294,1,307.4,1
013933,108,2,608.7900000000001,1
013934,263,1,922.1,1
013936,179,1,376.58,1
013937,168,1,158.85,1
013938,34,1,71.66,1
013939,22,3,568.55,1
013940,16,4,839.14,1
013941,21,5,5112.96,1
013946,78,3,561.5699999999999,1
013947,64,1,90.6,1
013948,360,1,102.0,1
013949,2,6,2427.32,1
013950,10,4,745.06,1
013951,175,3,674.45,1
013952,217,2,3251.071,1
013953,6,7,3515.68,1
013954,0,2,439.92,1
013955,153,2,322.96,1
013956,4,5,1026.42,1
013959,78,3,598.2,1
013960,20,2,230.22,1
013962,21,2,169.55,1
013963,307,4,664.54,1
013967,145,1,80.7,1
013969,6,18,9053.94,0
013971,18,8,2758.26,1
013972,70,2,190.25,1
013973,286,1,264.7,1
013974,48,1,413.59000000000003,1
013975,30,6,2526.28,1
013976,206,1,357.98,1
013978,14,2,196.79000000000002,1
013979,72,1,869.87,1
013980,59,1,200.14,1
013982,38,4,1871.81,1
013983,29,12,2603.43,1
013984,26,5,920.51,1
013985,3,15,7060.13,1
013986,16,1,320.46,1
013988,19,6,4147.96,2
013989,65,2,1266.08,1
013990,212,1,311.3,1
013991,11,6,855.97,1
013992,29,1,76.8,1
013993,42,9,3466.36,0
013994,3,6,2313.14,1
013995,14,5,1393.69,1
013999,9,12,3901.81,1
014000,210,1,635.66,1
014001,45,3,2043.0800000000002,1
014002,133,2,529.73,1
014004,42,7,4582.64,0
014005,9,5,2874.72,1
014006,115,3,962.19,1
014009,197,2,695.61,1
014012,277,1,328.8,1
014013,109,3,473.02,1
014014,76,1,505.18,1
014015,52,1,917.34,1
014019,46,3,1421.61,1
014020,16,2,642.8,1
014021,154,3,631.9,1
014022,224,1,440.0,1
014023,6,2,584.07,1
014024,121,2,327.7,1
014027,60,1,104.82,1
014029,62,2,467.66,1
014030,17,8,2360.09,1
014031,6,19,17286.86,1
014032,1,11,2975.59,1
014034,21,3,651.8199999999999,1
014035,28,5,1428.02,1
014036,284,1,626.65,1
014037,175,2,147.20000000000002,1
014038,77,3,1560.38,1
014039,32,1,152.2,1
014040,40,12,3614.92,1
014041,265,1,141.41,1
014044,26,4,652.82,1
014045,108,4,1659.75,1
014046,283,1,154.99,1
014047,8,5,1308.6100000000001,1
014048,304,1,409.93,1
014049,16,4,5681.72,1
014050,31,2,746.36,1
014051,0,23,15610.390000000001,1
014052,19,1,225.36,1
014053,123,2,260.25,1
014054,64,1,92.46,1
014055,105,1,725.6400000000001,1
014056,0,23,8214.65,2
014057,23,17,6217.96,1
014059,266,1,183.6,1
014060,4,19,6140.42,2
014062,9,12,10464.85,1
014064,28,5,1353.74,1
014066,266,1,152.55,1
014067,63,2,374.7,1
014068,319,1,265.85,1
014071,3,8,1438.82,1
014073,31,1,151.04,1
014075,4,3,942.26,1
014076,128,1,122.47,1
014077,40,5,499.41999999999996,1
014078,101,6,1049.37,1
014079,124,1,375.1,1
014080,32,1,45.599999999999994,1
014081,301,2,934.52,1
014082,364,1,182.25,1
014083,3,9,1018.43,1
014085,1,18,4448.54,1
014087,2,1,194.42,1
014088,9,13,50491.81,1
014089,56,1,161.0,1
014090,324,1,76.32000000000001,1
014092,7,14,4076.91,1
014093,11,1,442.85,1
014096,3,17,65164.79,0
014098,36,1,147.35,1
014099,15,11,3104.17,1
014100,137,1,194.9,1
014101,73,6,5976.79,1
014102,4,5,1360.28,0
014104,153,2,216.20999999999998,1
014105,238,1,1266.23,1
014107,51,7,2703.23,1
014108,30,2,597.91,1
014109,72,1,144.2,1
014110,3,12,5683.15,1
014111,13,4,692.85,1
014112,22,7,2915.15,1
014113,3,4,1840.42,1
014114,273,2,386.53,1
014116,19,5,1382.74,1
014117,143,1,90.0,1
014121,3,4,2780.15,1
014124,83,1,419.58000000000004,1
014125,10,3,2740.43,1
014126,7,3,706.1300000000001,1
014127,122,3,709.71,1
014128,60,2,637.5,1
014129,1,5,1123.8600000000001,1
014130,318,1,483.86,1
014132,1,11,3586.0299999999997,1
014133,129,3,605.64,1
014135,1,15,4690.31,1
014138,1,2,982.3800000000001,1
014139,45,1,415.82,1
014140,3,2,935.05,1
014141,2,4,915.13,1
014142,372,1,311.81,1
014143,133,1,115.8,1
014145,46,4,3742.2,1
014146,8,5,4191.0,1
014147,77,2,483.4,1
014148,233,1,157.2,1
014149,220,1,446.62,1
014150,35,2,658.64,1
014152,74,2,621.29,1
014154,238,2,1345.62,1
014155,265,1,118.75,1
014157,19,2,432.88,1
014158,39,1,507.66,1
014159,19,11,4693.01,1
014161,215,3,1110.52,1
014162,173,2,289.36,1
014163,86,4,2445.91,1
014164,70,2,1631.77,1
014165,275,1,122.53999999999999,1
014167,38,4,574.84,1
014171,97,1,363.79,1
014173,10,4,450.84,1
014174,32,1,134.46,1
014175,59,3,3222.3,1
014176,296,4,576.9000000000001,1
014177,85,4,559.41,1
014178,8,7,1620.93,1
014179,40,2,719.78,1
014180,10,25,4748.52,1
014184,66,1,452.89,0
014185,330,1,197.65,1
014188,30,6,2054.36,1
014189,1,15,4654.08,1
014191,1,13,4684.76,0
014193,67,2,853.39,1
014194,4,21,11349.52,1
014195,201,2,1012.0,1
014196,106,1,335.52,1
014198,17,4,701.4,1
014199,217,1,185.39999999999998,1
014201,59,7,747.44,1
014204,1,1,161.03,1
014205,16,2,466.7,1
014206,238,1,328.15999999999997,1
014208,94,1,151.74,1
014209,10,6,2073.43,2
014210,105,6,1905.8400000000001,1
014211,52,9,2241.1,1
014212,89,1,1070.48,1
014214,30,5,1004.38,1
014215,11,6,1789.72,0
014216,2,4,1839.3,1
014217,1,17,2004.98,1
014218,42,1,169.48000000000002,1
014219,3,1,89.94,1
014220,246,2,632.4,1
014221,41,9,3432.8,0
014222,176,1,683.17,1
014223,91,3,991.13,1
014224,109,4,1050.12,1
014226,28,5,2232.19,2
014227,25,10,3350.96,2
014229,51,3,1547.2,1
014231,183,3,925.71,1
014232,42,5,2048.07,1
014233,48,4,1462.72,1
014234,21,4,775.46,1
014235,74,5,3144.86,1
014236,80,2,490.86,1
